city,state,ev_network,total_stations,total_level1_ports,total_level2_ports,total_dc_fast_ports,total_ports,avg_ports_per_station,dc_fast_pct,level2_pct,created_at
Loleta,CA,NOODOE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Buena Park,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Castro Valley,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Avila Beach,CA,STAY_N_CHARGE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Del Rey,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Dublin,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Camarillo,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Gilroy,CA,EVMATCH,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Marina del Rey,CA,EVRANGE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Forest,CA,CHAEVI,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Laguna Beach,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mission Hills,CA,Non-Networked,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Agoura Hills,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Roseville,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mill Valley,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Martinez,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakville,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Plumas Lake,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bellflower,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Tujunga,CA,EVGATEWAY,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oroville,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Menifee,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Felton,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rowland Heights,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fullerton,CA,Non-Networked,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rocklin,CA,SWTCH,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Half Moon Bay,CA,STAY_N_CHARGE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bay Point,CA,ChargePoint Network,2,0,0,2,2,1.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Upper Lake,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Campo,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Morongo Valley,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yucca Valley,CA,LOOP,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
East Palo Alto,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mariposa,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Kerman,CA,LOOP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Segundo,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Cerritos,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Temecula,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Bernardino,CA,RED_E,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Stanton,CA,RED_E,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Moreno Valley,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Calipatria,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Blackhawk,CA,LOOP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Irwindale,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Gilroy,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Garden Grove,CA,RED_E,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Paramount,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
South Gate,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Woodland Hills,CA,AMPUP,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Orleans,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Huron,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Buena Park,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
San Luis Obispo,CA,FLIPTURN,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Elk,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lawndale,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Beverly Hills,CA,EVGATEWAY,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pacific Grove,CA,RIVIAN_WAYPOINTS,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Highland,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Rafael,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Chowchilla,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Bishop,CA,OpConnect,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Campbell,CA,SYNERGEV,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Indian Wells,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Rafael,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Berkeley,CA,NOODOE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Calabasas,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Georgetown,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Juan Capistrano,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Arcadia,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Santa,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Avenal,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Belvedere,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Corona del Mar,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Nipton,CA,VIALYNK,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Tracy,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
California City,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
South San Francisco,CA,EVRANGE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Exeter,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oregon House,CA,OpConnect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Venice,CA,AMPUP,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sonora,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pacific Palisades,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Torrance,CA,ABM,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
corona,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Centro,CA,UNIVERSAL,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Patterson,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,CHARGELAB,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Clovis,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Joshua Tree,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pittsburgh,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Visalia,CA,Non-Networked,1,0,1,1,2,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Vallejo,CA,Non-Networked,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mendota,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lakeport,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Empire,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Arroyo Grande,CA,Tesla Destination,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Kerman,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bellflower,CA,FLO,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Guatay,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carlsbad,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sebastopol,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Saint Helena,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Independence,CA,Non-Networked,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Felton,CA,Non-Networked,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Stockton,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Folsom,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Windsor,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Visalia,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pleasant Hill,CA,EPIC_CHARGING,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yuba City,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sacramento,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hollister,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Clemente,CA,VIALYNK,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fort Bragg,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Auburn,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Deer Park,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Richmond,CA,Non-Networked,1,0,1,1,2,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Fountain Valley,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Philo,CA,Non-Networked,1,0,1,1,2,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Moorpark,CA,Blink Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fairfield,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Solvang,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newport Beach,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Watsonville,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Rancho Santa Fe,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Portal,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
O'Neals,CA,Blink Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Oakhurst,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Twentynine Palms,CA,LOOP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pomona,CA,EVRANGE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Walnut,CA,POWERFLEX,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Napa,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Huron,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Emeryville,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Gardena,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Newark,CA,NOODOE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Modesto,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Palos Verdes,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hillsborough,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Kingsburg,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Placentia,CA,EVGATEWAY,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Livermore,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Victorville,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Alturas,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Los Angeles,CA,OpConnect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Tracy,CA,eVgo Network,1,0,1,1,2,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Ceres,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Markleeville,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sepulveda,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
North Hollywood,CA,NOODOE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hemet,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Sanger,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Annapolis,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yorba Linda,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Mount Shasta,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Forest,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oroville,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rohnert Park,CA,GO_TO_U,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Woodland,CA,FORD_CHARGE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Reedly,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Brawley,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Monterey Park,CA,POWERFLEX,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Point Reyes Station,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Northridge,CA,FLO,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Littlerock,CA,ChargePoint Network,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Huron,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hawaiian Gardens,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Berkeley,CA,INTERTIE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Eastvale,CA,EVOKE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Monrovia,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Central San Jose,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
St Helena,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Suisun City,CA,7CHARGE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
New Cuyama,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Van Nuys,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Fowler,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Pacific Palisades,CA,SYNERGEV,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Middletown,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Paso Robles,CA,STAY_N_CHARGE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Point Arena,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Jacinto,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Foster City,CA,TURNONGREEN,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Porterville,CA,FLO,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
San Ramon,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Selma,CA,Non-Networked,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Walnut Creek,CA,CHAEVI,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Temple City,CA,POWERFLEX,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bertsch-Oceanview,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Elsinore,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Willits,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Downey,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Tulelake,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Santa Cruz,CA,LOOP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Porterville,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mi Wuk Village,CA,CHARGELAB,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Byron,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Danville,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Rancho Cordova,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Walnut,CA,NOODOE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sutter Creek,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hollister,CA,NOODOE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Twin Bridges,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hemet,CA,Blink Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Redwood Valley,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Lake Arrowhead,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Colfax,CA,RED_E,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Dinuba,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Bloomington,CA,FLASH,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sebastopol,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Redondo Beach,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Indian Wells,CA,EV Connect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
West Covina,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hawthorne,CA,OpConnect,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Napa,CA,7CHARGE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Studio City,CA,Tesla Destination,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Van Nuys,CA,Non-Networked,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Clovis,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Angels Camp,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sun Valley,CA,AMPUP,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Mariposa,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Alhambra,CA,NOODOE,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
West Hills,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Yorba Linda,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Cajon,CA,EV Connect,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Gridley,CA,FORD_CHARGE,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Calexico,CA,AMPUP,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Banning,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Aptos,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Sanger,CA,Electrify America,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Norco,CA,ChargePoint Network,2,0,0,2,2,1.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Philo,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Carpinteria,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
TRACY,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Hayward,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Cupertino,CA,Non-Networked,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
El Centro,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Modesto,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Ferndale,CA,Tesla Destination,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Anza,CA,Blink Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Susanville,CA,ChargePoint Network,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Downieville,CA,Tesla Destination,2,0,2,0,2,1.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Playa Vista,CA,eVgo Network,1,0,1,1,2,2.00,50.00,50.00,2026-06-21 21:47:05.311903+00
Corona,CA,eVgo Network,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Jurupa Valley,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
Mill Valley,CA,RIVIAN_WAYPOINTS,1,0,2,0,2,2.00,0.00,100.00,2026-06-21 21:47:05.311903+00
Oakland,CA,EVCS,1,0,0,2,2,2.00,100.00,0.00,2026-06-21 21:47:05.311903+00
